Referencia,Sec.Trans,Termin,Episode,L.mm,A.mm,G.mm,Max.Thick.mm,Or.Weight.g,Rem.Weight.g,W.Retrieved.g,GIUR.1.1,GIUR.1.2,GIUR.2.1,GIUR.2.2,GIUR.3.1,GIUR.3.2
ML_IR_179,Triangular,Hinge,4,54.5,19.1,9.6,12.3,20.78,14.36,6.42,9,9.8,6.4,10.2,7.9,9.8
ML_IR_151,Trapezoidal,Feather,5,57.3,46.2,9.7,12.9,35.61,27.32,8.29,9.5,12.7,7.3,10,8.7,9.1
ML_IR_152,Trapezoidal Asymmetric,Feather,5,45.8,42.4,13.5,13.5,24.54,15.61,8.93,8.6,10.5,10.4,10.4,6.8,7.1
ML_IR_153,Circular,Feather,5,37.4,34.8,10.2,11.3,17.39,13.02,4.37,9.4,10.1,6.4,8.5,5.9,6.1
ML_IR_154,Triangular,Feather,5,54.4,29.5,6,6.4,10.68,9.2,1.48,3.2,5.7,3.1,5.9,3.9,5.5
ML_IR_157,Triangular,Feather,5,36.2,36.1,17.9,19.1,29.1,21.38,7.72,12.2,18.7,12.9,18.2,11.4,14.1
ML_IR_159,Trapezoidal,Feather,5,57.3,32.1,12.1,14.6,27.1,21.53,5.57,5.8,14.1,10.1,11.2,7.6,7.6
ML_IR_160,Triangular,Feather,5,31,28.2,11.3,13.4,12.73,8.98,3.75,6.6,12.3,7,10,5.3,8.3
ML_IR_162,Triangular Asymmetric,Feather,5,55.8,24.8,12.6,12.9,24.47,17.03,7.44,8.5,11.7,10.7,12.6,9.3,12.5
ML_IR_165,Triangular Asymmetric,Feather,5,97.3,24,26,29.3,94.45,69.86,24.59,15.8,26.7,15.2,26.9,18.2,21.6
ML_IR_137,Triangular Asymmetric,Feather,7,74.8,49.2,25.3,25.3,110.35,67.87,42.48,19,19.9,18,21.9,11.6,15.6
ML_IR_142,Triangular Asymmetric,Feather,7,53.5,25.1,11.2,13.1,34.43,18.18,16.25,11.5,13,11.6,12.6,10.2,12.8
ML_IR_148,Triangular,Hinge,7,52.5,40.4,16,19.5,48.57,27.38,21.19,15.2,19.5,12.5,15,10.1,11.6
ML_IR_149,Triangular,Hinge,7,36.9,30.7,14.5,16.3,21.67,12.01,9.66,11.6,15.8,11.6,14.4,10.8,10.8
ML_IR_01,Triangular,Feather,6,36.5,15.3,8.9,9.9,9.4,5.59,3.81,7.5,8.6,7.8,8.2,6.8,7.5
ML_IR_03,Triangular Asymmetric,Feather,6,27.7,30.3,16.2,16.2,13.04,9.42,3.62,8.7,14.4,6.4,10.7,5.5,8
ML_IR_04,Triangular,Feather,6,28.6,28,10.9,11,14.4,7.43,6.97,8.6,10,10.4,10.4,7.4,7.5
ML_IR_05,Triangular,Feather,6,44.6,27.7,14.5,14.5,21.11,11.55,9.56,12.7,14.4,12.6,13.5,7.9,7.9
ML_IR_06,Triangular Asymmetric,Feather,6,46.1,23,10.8,11,17.08,9.2,7.88,9,10.1,9.8,10.9,7.9,8.5
ML_IR_07,Trapezoidal,Feather,6,41.3,19.4,8.6,11.5,15.75,9.16,6.59,9.5,10.2,7.7,8.4,6.3,6.8
ML_IR_08,Triangular,Hinge,6,51.3,17.6,15.3,18.7,25.49,12.58,12.91,15.2,17.4,14.3,15.1,12.8,12.9
ML_IR_09,Circular,Feather,6,34.9,18.2,5.9,8.2,8.78,4.53,4.25,6,7,4.9,5.8,3.6,4.2
ML_IR_11,Triangular,Feather,6,54,21.8,5.6,6.6,10.8,6.86,3.94,5.3,6.6,4.8,5.6,4.3,5.8
ML_IR_12,Triangular,Feather,6,42.9,25.2,9.5,13.3,13.47,7.5,5.97,10.3,11.3,7.8,8.6,5.7,6.2
ML_IR_13,Trapezoidal Asymmetric,Hinge,6,52.1,23,14,14,28.82,15.35,13.47,12.6,13.7,10.9,13.2,8.6,8.5
ML_IR_14,Trapezoidal,Feather,6,32.6,30.1,5.4,6.2,5.8,4.5,1.3,3.7,6,2,5.1,2,3.4
ML_IR_181,Trapezoidal Asymmetric,Feather,6,79.6,29.5,12.8,13.4,42.78,32.16,10.62,9.8,13,8.1,12.8,8.2,9.3
ML_IR_182,Trapezoidal,Feather,6,76.1,39.5,12.1,12.8,44.82,30.51,14.31,11.1,12.5,8.8,10.3,4.5,5.6
ML_IR_185,Triangular Asymmetric,Feather,6,44.9,33.5,19.2,20.6,46.07,26.81,19.26,15.8,20.2,18.3,19.8,14.1,14.7
ML_IR_188,Circular,Feather,6,44.3,33.6,6.2,9.8,11.6,8.84,2.76,5.5,8.7,4.8,6.8,3.2,5.9
ML_IR_189,Triangular Asymmetric,Feather,6,39.8,25.2,11.7,12.7,13.96,9.5,4.46,7.2,9.6,5.7,12.2,8.7,10.4
ML_IR_192,Circular,Feather,6,24.1,38.1,11.3,11.3,14.36,10.75,3.61,6,9.5,5.8,10.7,5.2,11.2
ML_IR_193,Circular,Feather,6,22.9,29.9,9.1,9.4,11.36,7.46,3.9,6.9,7.7,7.8,9.4,5.9,8.9
ML_IR_226,Circular,Feather,1,86.6,73,15.7,20.7,107.2,106.65,0.549999999999997,1.6,14.4,4,9.1,2.7,9.6
ML_IR_227,Triangular,Feather,1,71.7,61,12.2,14.8,49.29,48.66,0.630000000000003,1.5,14.5,3.3,14.1,7.4,13.1
ML_IR_228,Circular,Feather,1,56.2,55,11.5,12,27.69,27.11,0.580000000000002,2.6,8.8,1.9,6.5,3.1,6.6
ML_IR_229,Triangular Asymmetric,Feather,1,55.5,56.2,18.2,21.4,44.02,43.17,0.850000000000001,7.9,18.8,7,17.2,5.4,14.9
ML_IR_230,Triangular,Feather,1,84.1,61.7,14.4,17,62.23,61.81,0.419999999999995,1,13.2,2,10.7,1.2,6
ML_IR_231,Triangular,Hinge,1,74.8,57.8,13.3,17.2,51.85,51.33,0.520000000000003,1.5,16.7,1.6,12.8,2.7,9.6
ML_IR_232,Triangular Asymmetric,Feather,1,70.5,46.1,9.4,10.2,22.66,22.42,0.239999999999998,1.9,5,0.9,4,1,4.2
ML_IR_233,Triangular,Hinge,1,56.5,42.5,14.5,14.9,37.87,37.34,0.529999999999994,2.3,14.3,2.4,14.6,2.7,14.1
ML_IR_234,Triangular,Feather,1,55.5,44.6,12.8,13.4,28.3,27.76,0.539999999999999,3,12.3,2.2,12.9,4.2,12.7
ML_IR_235,Triangular Asymmetric,Feather,1,83.4,50.3,14.7,14.8,34.68,34.13,0.549999999999997,1.6,9.5,3.4,5.3,3.9,4.6
ML_IR_236,Triangular,Feather,1,89.8,66.2,28.3,30.2,178.08,176.68,1.40000000000001,4.4,29.8,4,28.9,3,25.1
ML_IR_237,Triangular Asymmetric,Feather,1,93.5,65.6,26.6,27.2,121.2,120,1.2,7.3,15.5,6.8,26.3,3.6,27.2
ML_IR_238,Circular,Feather,1,72.4,54.8,18,23.2,85.79,82.68,3.11,2.5,22.1,6.6,16.4,5.3,9.9
ML_IR_239,Trapezoidal Asymmetric,Feather,1,67.8,55.1,21.9,24,71.51,70.22,1.29000000000001,3.4,23.6,7.1,20.1,5.8,14.6
ML_IR_240,Triangular,Feather,1,83.6,49.5,25.9,30,102.3,101.16,1.14,4.6,19.9,5.1,17.2,6.2,14.6
ML_IR_226,Circular,Feather,2,81.8,74,17,20.6,107.2,104.59,2.61,1.6,19.4,5,11.2,3.9,6.2
ML_IR_227,Triangular,Feather,2,70.3,62.4,14.4,14.8,49.29,47.49,1.8,5,14.8,5,13.3,6.2,12.4
ML_IR_228,Circular,Feather,2,53.8,58.4,10.3,12.1,27.69,26.4,1.29,4.6,12.1,3.3,7.9,2.8,5.8
ML_IR_230,Triangular,Feather,2,84.3,57.4,14.4,16.9,62.23,59.77,2.45999999999999,5.3,16.7,3.4,14.6,2.5,9.1
ML_IR_231,Triangular,Hinge,2,74.7,56.8,13.8,17.3,51.85,50.57,1.28,2.3,16.9,3.3,12.9,2.7,10.8
ML_IR_232,Triangular Asymmetric,Feather,2,69.6,42.2,4.7,10.5,22.66,22.06,0.600000000000001,2.1,9.5,1.9,9.5,1.1,3.6
ML_IR_233,Triangular,Hinge,2,56.6,43.7,14.5,14.6,37.87,35.87,2,7,13.6,3.9,14.6,5.2,14.2
ML_IR_234,Triangular,Feather,2,55.1,41.1,11.4,13.3,28.3,26.94,1.36,6.9,12.4,6.5,10.7,5.3,13.4
ML_IR_235,Triangular Asymmetric,Feather,2,83.4,44.2,15,16.8,34.68,33.38,1.3,6.2,15.8,2.4,11.5,3.4,4.7
ML_IR_236,Triangular,Feather,2,89.8,62.8,28.1,30.4,178.08,173.7,4.38000000000002,9.8,30,9,28.8,12.4,25.1
ML_IR_237,Triangular Asymmetric,Feather,2,93.4,55.8,25.8,27.5,121.2,116.93,4.27,8.3,17.8,8.9,25.3,5.4,18.6
ML_IR_238,Circular,Feather,2,73.3,52.2,18.9,23.5,85.79,78.13,7.66000000000001,15.4,22.1,8,14.6,7.7,11.8
ML_IR_239,Trapezoidal Asymmetric,Feather,2,68.3,52.5,21.8,24.3,71.51,68.61,2.90000000000001,7.5,23.8,9.3,22,7.2,16.7
ML_IR_240,Triangular,Feather,2,83.6,46.3,26,30,102.3,95.83,6.47,9,30,8.4,21.8,9.6,16
ML_IR_226,Circular,Feather,3,81.1,74.1,20.6,20.8,107.2,98.85,8.35000000000001,9.4,20.5,7.5,14.4,6.1,8.6
ML_IR_227,Triangular,Feather,3,71.7,44.3,14.6,14.8,49.29,43.69,5.6,8,14.8,8.2,12.5,5.4,11.3
ML_IR_228,Circular,Feather,3,52.2,47,11.4,12,27.69,24.1,3.59,5.2,9.4,4.5,8.5,4.7,6.5
ML_IR_230,Triangular,Feather,3,83.9,52.3,14.4,17,62.23,55.64,6.59,7.2,17,6.3,14.4,6.3,8.9
ML_IR_231,Triangular,Hinge,3,73.4,54.8,15.7,17.4,51.85,48.22,3.63,4.1,16.3,5.1,13.1,5.2,10.7
ML_IR_233,Triangular,Hinge,3,56.6,40.8,14.5,14.5,37.87,32.55,5.32,13.2,14.2,7.2,14.5,8.3,14.3
ML_IR_234,Triangular,Feather,3,50.8,38.2,10.8,12.5,28.3,23.46,4.84,12.1,13.1,8.4,10.3,10,12
ML_IR_236,Triangular,Feather,3,83,59.6,28.2,30.8,178.08,155.94,22.14,23.9,27,22.4,28.2,18.5,22.2
ML_IR_238,Circular,Feather,3,73.1,48.1,19.8,23,85.79,72.13,13.66,11.1,20.3,8.5,13.6,8.6,11.4
ML_IR_239,Trapezoidal Asymmetric,Feather,3,68.5,52.8,21.6,24.3,71.51,65.3,6.21000000000001,11.1,22.9,14.8,20.5,9.7,16.3
ML_IR_240,Triangular,Feather,3,84.7,45,25.2,30.2,102.3,83.77,18.53,24.5,30.2,12.6,19.8,13.5,14.8
ML_IR_211,Trapezoidal,Feather,5,66.3,44.3,15.8,15.8,79.1,50.97,28.13,15.1,15.8,13.6,14.5,11.9,12.3
ML_IR_212,Triangular,Feather,5,75.7,59.6,20.6,21,130.21,82.06,48.15,18.4,19.7,19.6,21.1,15.3,15.4
ML_IR_214,Triangular Asymmetric,Feather,5,72.6,52.1,15.8,17.9,71.35,52.43,18.92,8.5,17.9,14.9,17.7,11.1,13
ML_IR_215,Triangular,Feather,5,56.5,48.1,24,24,98.61,43.17,55.44,18.5,19.8,20.7,23.4,16,16
ML_IR_217,Triangular,Feather,5,70.2,48.5,16.8,17.9,79.89,50.82,29.07,14.1,15.2,15,17,14.2,17.8
ML_IR_218,Triangular,Feather,5,84,38,18.6,21.8,90.22,58.54,31.68,19.9,19.9,12.5,18.1,12.4,16
ML_IR_220,Trapezoidal Asymmetric,Feather,5,54.4,59.5,14,19.2,55.36,39.75,15.61,11.3,19,11.8,14,7,7.9
ML_IR_221,Triangular Asymmetric,Feather,5,62.4,21.8,21.2,23.6,51.42,32.37,19.05,12.5,23.6,13.2,21.1,11,21.7
ML_IR_222,Triangular,Feather,5,77.7,30.1,17.5,17.5,61.6,38.31,23.29,16.4,17.3,17,17,14.1,14.1
ML_IR_223,Triangular,Feather,5,72,39.3,18.4,19.9,65.99,32.03,33.96,19.7,19.7,14.4,18.1,15,15.1
ML_IR_151,Trapezoidal,Feather,6,54.7,46.2,9.7,12.6,35.61,25.56,10.05,10,13.9,8,9.8,9.2,10.2
ML_IR_152,Trapezoidal Asymmetric,Feather,6,41.8,42.9,11.5,11.5,24.54,14.62,9.92,8.8,11,7.5,10.9,6.4,6.4
ML_IR_153,Circular,Feather,6,36.3,32.7,9.6,11.4,17.39,11.98,5.41,10,10.4,6.9,8.3,4.4,4.9
ML_IR_154,Triangular,Feather,6,54,31,6.3,6.3,10.68,8.98,1.7,2.7,5.8,2.5,5.9,3.5,6.2
ML_IR_157,Triangular,Feather,6,37.3,35.2,17.9,19.4,29.1,18.41,10.69,15.1,19.5,14.3,18.1,12.4,12.4
ML_IR_160,Triangular,Feather,6,26.3,27.5,10.9,13.2,12.73,8.01,4.72,6.8,13.7,7.5,11.3,7,9.2
ML_IR_199,Triangular,Feather,6,68.1,37.3,15.4,17.9,83.17,43.26,39.91,17.2,18.3,15,15.3,13,16.1
ML_IR_200,Triangular Asymmetric,Feather,6,42.3,32.8,19.3,20.1,46.64,27.58,19.06,16.4,19.7,16.1,20.1,13,17.4
ML_IR_202,Triangular,Feather,6,53.4,29.4,12.1,12.9,31.69,17.55,14.14,11.9,12.2,11.9,11.9,8,8
ML_IR_203,Triangular,Plunging,6,82.4,35.7,15.8,17.4,88.65,53.75,34.9,16,16.1,15.8,17.2,14.3,17.5
ML_IR_204,Trapezoidal,Feather,6,72.2,38.6,18.6,19,95.66,60.29,35.37,17.5,19.7,15.5,18.6,15.1,18.6
ML_IR_205,Triangular,Feather,6,53.5,36.4,16,16,42.44,28.06,14.38,10.6,14.5,12.8,13.9,10.3,10.3
ML_IR_206,Triangular Asymmetric,Feather,6,47.5,39.4,24.3,24.4,50.93,34.22,16.71,11.7,19.6,16.4,24.3,10.8,18.2
ML_IR_208,Triangular Asymmetric,Feather,6,54.4,30.2,9.3,13.6,35.34,19.18,16.16,6,7.8,8.9,9.5,11.4,13.2
ML_IR_209,Triangular Asymmetric,Feather,6,39.9,48,21.6,21.8,78.7,40.74,37.96,17.8,21.4,18.4,20.6,15.3,18.5
ML_IR_226,Circular,Feather,4,80.7,62.3,20.6,20.8,107.2,93.33,13.87,11.6,20.5,9.8,13.9,6.2,8.3
ML_IR_227,Triangular,Feather,4,72,47.2,14.8,15,49.29,41.63,7.66,10.1,14.2,8.5,14,5.1,11.3
ML_IR_228,Circular,Feather,4,51.4,45.6,11.7,12,27.69,22.56,5.13,8.1,12,5.5,8.4,5,7
ML_IR_230,Triangular,Feather,4,80.6,50.8,14.4,16.6,62.23,51.93,10.3,11.9,17.2,6.4,15.2,6.6,9.1
ML_IR_231,Triangular,Hinge,4,72.6,55.1,13.7,17.4,51.85,45.72,6.13,5.5,16.1,6.4,13.1,5.4,11.3
ML_IR_233,Triangular,Hinge,4,56.1,38.4,14.5,14.6,37.87,31.05,6.82,12.9,13.6,10,14.8,8.3,14.1
ML_IR_234,Triangular,Feather,4,49.1,42.7,10.4,12.4,28.3,21.64,6.66,12.8,12.8,8.3,9.6,9.2,12.4
ML_IR_236,Triangular,Feather,4,80.9,61.4,28.9,30.2,178.08,151.2,26.88,17.5,26.7,25.9,29.1,19,19.1
ML_IR_238,Circular,Feather,4,72.8,49.8,18.9,24.4,85.79,68.05,17.74,16.4,23,10.2,17.1,10.1,12.1
ML_IR_239,Trapezoidal Asymmetric,Feather,4,67.7,46.7,21.9,24.2,71.51,59.21,12.3,17.8,23.5,17,21.9,11.1,15.5
ML_IR_240,Triangular,Feather,4,83.7,42,23.5,29.6,102.3,80.92,21.38,23.5,30.8,15.1,23.8,14.1,16.1
ML_IR_129,Triangular,Feather,5,89.2,48.6,33.1,34.8,200.86,105.33,95.53,23.7,28.6,30.5,34.4,22.7,22.7
ML_IR_130,Triangular Asymmetric,Feather,5,71,59.7,22.3,22.8,101.18,66.31,34.87,18,23,18,21.5,16.4,22.6
ML_IR_131,Triangular Asymmetric,Feather,5,61.2,44.9,24.1,29,70.11,51.5,18.61,17.2,24.4,12.6,25,12.3,18.8
ML_IR_133,Circular,Feather,5,55.2,59.2,28.4,28.6,141.45,75.26,66.19,14.3,21.5,22.5,28.1,22.1,22.1
ML_IR_134,Triangular Asymmetric,Feather,5,70,45.3,16,18.3,80.31,54.05,26.26,14.4,18.6,14.2,15.4,10.3,15.5
ML_IR_211,Trapezoidal,Feather,6,63.1,43.8,15.5,15.8,79.1,48.4,30.7,15.3,15.6,14.4,14.7,11.3,11.9
ML_IR_214,Triangular Asymmetric,Feather,6,73.6,49.4,15.8,16.6,71.35,48.35,23,13.3,16.3,14.8,15.5,11,12.7
ML_IR_215,Triangular,Feather,6,54.8,43.6,23.7,23.7,98.61,38.13,60.48,17.6,17.6,22.4,22.6,12.2,14.2
ML_IR_217,Triangular,Feather,6,69,42.7,16.2,17.3,79.89,44.62,35.27,14,15.3,15,15,15.3,15.8
ML_IR_218,Triangular,Feather,6,79,39.6,17.6,22,90.22,54.56,35.66,18.4,19.8,18.5,20.1,12.3,14.7
ML_IR_220,Trapezoidal Asymmetric,Feather,6,53,58.3,15.3,17.8,55.36,37.22,18.14,11.2,18.3,11.4,12.2,7.1,8.1
ML_IR_221,Triangular Asymmetric,Feather,6,54,24.7,21.8,23.8,51.42,29.72,21.7,15.3,24.1,15.1,22.3,15,23.6
ML_IR_223,Triangular,Feather,6,72.9,28.5,17.2,18.7,65.99,27.39,38.6,15.2,17.1,18.1,18.1,12,12.9
ML_IR_181,Trapezoidal Asymmetric,Feather,7,78.5,37.4,12.7,13.6,42.78,29.55,13.23,8,13.3,9.5,12.9,9.2,9.2
ML_IR_182,Trapezoidal,Feather,7,76.4,32.8,12.5,13.2,44.82,26.45,18.37,11.5,12.6,9,9.5,5.1,5.1
ML_IR_189,Triangular Asymmetric,Feather,7,39,32.5,12.3,12.3,13.96,8.41,5.55,7,9.6,5.8,11.1,9.7,11.4
ML_IR_192,Circular,Feather,7,22.7,33.5,11.1,11.1,14.36,9.34,5.02,4.4,10.2,8.3,11.2,7.6,10.7
ML_IR_193,Circular,Feather,7,21.1,30.8,9.5,9.5,11.36,6.45,4.91,5.8,9,8.3,9.4,7.7,8.9
ML_IR_137,Triangular Asymmetric,Feather,8,76.3,54.5,25.5,25.5,110.35,61.92,48.43,19.2,19.6,22,22.3,12,13.4
ML_IR_148,Triangular,Hinge,8,61.5,29.5,16,20.3,48.57,25.23,23.34,13.7,19.2,13.6,15.5,12.3,12.3
ML_IR_149,Triangular,Hinge,8,36.8,30.5,14.5,17.3,21.67,11.44,10.23,12.5,16.7,12,14.6,10.4,12.4
ML_IR_151,Trapezoidal,Feather,7,51,47.5,10.2,12.9,35.61,22.91,12.7,9.4,12.7,7.9,10.5,9.3,9.3
ML_IR_153,Circular,Feather,7,35.7,33,10,10.8,17.39,10.43,6.96,9.9,10.4,7.8,7.9,4.5,4.5
ML_IR_154,Triangular,Feather,7,53.4,28.6,6.3,6.3,10.68,8.36,2.32,4.4,5.8,2.8,6.4,4.5,5.9
ML_IR_157,Triangular,Feather,7,32.6,35.5,17.9,19.9,29.1,17.03,12.07,14.2,18.6,14,18.2,12.8,12.8
ML_IR_160,Triangular,Feather,7,24.5,27.2,11.5,13.6,12.73,7.46,5.27,7,13.4,7.6,12.4,7.4,9.4
ML_IR_03,Triangular Asymmetric,Feather,7,28.2,29.8,16.5,16.5,13.04,9.12,3.92,8,12.9,8.9,12.6,6.1,8.1
ML_IR_05,Triangular,Feather,7,42.4,27.5,14.5,14.6,21.11,10.23,10.88,13,14.6,12,14,6.5,6.5
ML_IR_09,Circular,Feather,7,34.7,18.3,5.9,8,8.78,4.32,4.46,6.2,6.7,4.5,5.3,3.5,3.9
ML_IR_13,Trapezoidal Asymmetric,Hinge,7,43.6,21,14.3,14.3,28.82,12.96,15.86,12.7,13.4,11.6,14.2,10.5,12.5
ML_IR_14,Trapezoidal,Feather,7,36.1,23.5,5.6,6.2,5.8,4.05,1.75,3.8,5.9,2.6,4.9,2.3,2.9
ML_IR_166,Circular,Step,5,58.7,29.5,7.7,12.6,26.68,17.42,9.26,9.1,9.2,7.1,7.7,8.1,9.2
ML_IR_168,Trapezoidal Asymmetric,Feather,5,21.4,34.9,9.6,10.3,11.26,7.73,3.53,7.7,8,8,9.3,5.4,8.9
ML_IR_169,Triangular,Feather,5,38.3,32.6,8.3,10.4,16.85,11.52,5.33,7.8,10,6.4,8.5,6.4,6.8
ML_IR_170,Triangular,Feather,5,38.9,57.1,18.9,20,71.73,41.8,29.93,14.1,16.2,19.3,19.7,13.7,13.7
ML_IR_171,Triangular,Feather,5,43.8,48.5,11.6,12.3,33.44,23.35,10.09,7.8,12.3,8.2,11.4,7,8.6
ML_IR_172,Circular,Feather,5,55.1,31.7,13.5,16,43.55,26.61,16.94,13.7,15.8,12.8,13.7,10.5,11
ML_IR_175,Triangular,Feather,5,36.2,42.6,16.8,21.4,33.31,21.88,11.43,12.7,19.7,10.5,14.6,7,10.5
ML_IR_177,Triangular,Hinge,5,47.7,39.5,16.5,19.4,43.1,26.05,17.05,13.7,16.9,12.3,16.4,12.6,14.1
ML_IR_181,Trapezoidal Asymmetric,Feather,8,74.1,27.1,12.7,13.1,42.78,25.47,17.31,10.8,13,10.3,12.7,7.3,7.3
ML_IR_182,Trapezoidal,Feather,8,61.7,30.3,12.1,13.1,44.82,22.47,22.35,12,12.7,10.5,10.7,8.8,8.9
ML_IR_199,Triangular,Feather,7,60.6,36.5,15,15.8,83.17,35.83,47.34,17.6,17.8,15.2,15.8,13.2,15.7
ML_IR_200,Triangular Asymmetric,Feather,7,44.9,29.6,19.3,19.9,46.64,23.6,23.04,16.5,19.3,17.8,19.4,14.2,17.1
ML_IR_204,Trapezoidal,Feather,7,71.9,34.5,19.5,20,95.66,52.25,43.41,18.1,19.4,15.6,18.5,14.8,18.2
ML_IR_205,Triangular,Feather,7,55.4,33.4,16.2,16.2,42.44,24.89,17.55,11.3,14.6,12.2,14.3,9.7,10.5
ML_IR_206,Triangular Asymmetric,Feather,7,45.2,35.5,24.4,24.4,50.93,27.99,22.94,14.2,18.9,20,24.2,13.9,20.8
ML_IR_208,Triangular Asymmetric,Feather,7,48.7,28.2,9.2,13.3,35.34,15.29,20.05,7,7.9,9.1,10,12.1,12.1
ML_IR_209,Triangular Asymmetric,Feather,7,41.3,47.5,21.6,21.7,78.7,33.54,45.16,20,21.5,18.2,22.2,17.5,18.1
ML_IR_131,Triangular Asymmetric,Feather,6,60,42.5,28.5,31.4,70.11,44.04,26.07,21.1,27.7,19.6,25.4,12.7,18.5
ML_IR_133,Circular,Feather,6,48.1,65.2,26.8,26.8,141.45,55.13,86.32,21.5,21.5,21.9,27,21.1,21.1
ML_IR_134,Triangular Asymmetric,Feather,6,70.3,49,16.6,18.5,80.31,48.17,32.14,15,18,14.5,15.6,11.2,15.8
ML_IR_168,Trapezoidal Asymmetric,Feather,6,20.7,34.9,9.6,9.8,11.26,7.2,4.06,7.5,8.6,8.9,9.4,7.2,8.9
ML_IR_170,Triangular,Feather,6,33.9,56.9,18.1,19.4,71.73,36.23,35.5,17.5,18.6,18.7,18.7,15,15
ML_IR_172,Circular,Feather,6,53.3,30,13.8,16.1,43.55,25.69,17.86,15.3,15.9,11.6,13.2,10.3,10.9
ML_IR_175,Triangular,Feather,6,45.4,39.6,17.2,21,33.31,19.18,14.13,14.3,20.9,12,15.1,9,10.4
ML_IR_211,Trapezoidal,Feather,7,53.3,43.2,14.7,14.9,79.1,34.31,44.79,14.6,15,13.6,13.9,11.2,11.9
ML_IR_214,Triangular Asymmetric,Feather,7,66.7,49.4,16.7,17,71.35,43.54,27.81,13.3,15.8,14,16,12.2,12.7
ML_IR_215,Triangular,Feather,7,48.7,49.5,22.8,23.4,98.61,32.81,65.8,16.6,16.6,23.6,23.6,18.5,18.6
ML_IR_217,Triangular,Feather,7,65.6,51.5,14.9,15.4,79.89,33.51,46.38,13.4,13.7,14.7,15.2,13.3,14.2
ML_IR_220,Trapezoidal Asymmetric,Feather,7,53.4,50.8,15.3,19.8,55.36,28.99,26.37,14.1,15.3,11,12.4,4.8,7
ML_IR_09,Circular,Feather,8,34.1,18.3,5.9,7,8.78,4.01,4.77,6.3,7.1,5.8,6.5,3.8,4.5
ML_IR_14,Trapezoidal,Feather,8,35.5,20.1,5.2,5.7,5.8,3.63,2.17,4.3,6.2,3.6,5.2,2.5,3.2
ML_IR_151,Trapezoidal,Feather,8,52.9,46.5,10.8,12.8,35.61,20.01,15.6,10.2,12.2,8.4,9.9,8.3,8.4
ML_IR_153,Circular,Feather,8,36.1,28.9,10,12,17.39,9.01,8.38,9.7,10.7,7.6,7.6,3,4.3
ML_IR_181,Trapezoidal Asymmetric,Feather,9,74.1,23.9,12.8,12.8,42.78,23.43,19.35,12.1,12.2,11.5,12.8,6.8,6.8
ML_IR_182,Trapezoidal,Feather,9,57.2,36.6,12.6,12.8,44.82,20.48,24.34,11.8,13,10.8,11.9,9,9
ML_IR_170,Triangular,Feather,7,36.7,49.3,17.4,19.1,71.73,28.2,43.53,16,16,18.8,18.8,14.8,15.5
ML_IR_172,Circular,Feather,7,53.3,29.5,13.7,16.3,43.55,22.39,21.16,15.4,15.7,13.5,13.5,10.5,10.5
ML_IR_205,Triangular,Feather,8,55.5,32.5,15.3,15.3,42.44,23.94,18.5,11.4,13.8,12.4,14.9,10.6,10.6
ML_IR_208,Triangular Asymmetric,Feather,8,48.6,27.6,8.5,10.9,35.34,11.57,23.77,8.1,8.1,8.3,8.3,10,10
ML_IR_209,Triangular Asymmetric,Feather,8,36,48.1,21.7,21.9,78.7,28.72,49.98,19.8,21,20,21.4,16.1,16.1
ML_IR_214,Triangular Asymmetric,Feather,8,62,49.7,16.6,16.7,71.35,37.54,33.81,13.4,16.3,15,16,12.4,13.2
ML_IR_217,Triangular,Feather,8,69.1,30.5,15.1,15.8,79.89,30.4,49.49,14.2,14.2,14.4,15.2,12.9,12.9
ML_IR_220,Trapezoidal Asymmetric,Feather,8,52.4,55,14.6,15.8,55.36,25.19,30.17,13.7,18.4,12.8,12.8,6.6,6.6
ML_IR_134,Triangular Asymmetric,Feather,7,69.7,42.7,15.8,19.1,80.31,44.74,35.57,15.8,18.8,14.5,16,11.7,15.2
ML_IR_151,Trapezoidal,Feather,9,55,47.1,10.1,13.6,35.61,18.52,17.09,10.7,12.1,8.5,9.8,9.2,9.2
ML_IR_153,Circular,Feather,9,33,31.5,10.7,11.2,17.39,8.6,8.79,9.2,9.2,7.3,7.3,3.3,3.3
ML_IR_226,Circular,Feather,5,76.8,60.1,21,21.1,107.2,87.88,19.32,14.8,20.3,12.2,15.8,7.4,10.2
ML_IR_227,Triangular,Feather,5,70.5,47,14.6,15.3,49.29,37.94,11.35,10.3,14.7,8.2,14.3,10.6,11.3
ML_IR_230,Triangular,Feather,5,73.3,45.5,14.7,17.1,62.23,43.71,18.52,13.9,17.4,11.3,16,9,10.6
ML_IR_231,Triangular,Hinge,5,68.3,48.3,13.7,17.3,51.85,42.74,9.11,9,13.4,7.7,13.2,7,10.7
ML_IR_233,Triangular,Hinge,5,56.3,34.8,14.2,14.5,37.87,27.07,10.8,13.5,13.8,13.9,14.2,13.9,13.9
ML_IR_238,Circular,Feather,5,71.5,41,17.7,23.3,85.79,62.32,23.47,21,23.1,13.5,18.2,11.6,12
ML_IR_239,Trapezoidal Asymmetric,Feather,5,68.1,47.8,21.9,25.1,71.51,52.46,19.05,22.7,24.3,22.2,23.3,16.7,16.7
ML_IR_240,Triangular,Feather,5,83.8,42.5,24.4,28.2,102.3,71.36,30.94,25.8,30,20.2,20.2,16.9,16.9
